"Text__TextElement-sc-if376j-0","mMx2LUixlnN_Fu45JpFB src","btE2c3IKaOXZ4VNAb8WQ href","Text__TextElement-sc-if376j-0 2","Text__TextElement-sc-if376j-0 3","Text__TextElement-sc-if376j-0 4","Text__TextElement-sc-if376j-0 href","Text__TextElement-sc-if376j-0 5","Text__TextElement-sc-if376j-0 href 2","standalone-ellipsis-one-line","standalone-ellipsis-one-line href","Text__TextElement-sc-if376j-0 6","Text__TextElement-sc-if376j-0 7"
"229","https://i.scdn.co/image/ab67616d00004851d3ce97395ff522b0d70c1094","https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm","Riptide","","Vance Joy","https://open.spotify.com/artist/10exVja0key0uqUkk6LJRT","","","Dream Your Life Away","https://open.spotify.com/album/6rIbiUMmZJfqJRnXhVxFvg","Aug 6, 2021","3:24"
"230","https://i.scdn.co/image/ab67616d0000485151fb159ae1248ec262592e5c","https://open.spotify.com/track/4UYYgQufzw5Ep8Vm4wMC61","Mama",",","Jonas Blue","https://open.spotify.com/artist/1HBjj22wzbscIZ9sEb5dyf","William Singe","https://open.spotify.com/artist/5exS0bytCYdixgv02DaCm3","Blue","https://open.spotify.com/album/6x8gRx7RDvPckYBzPodW8w","Aug 9, 2021","3:04"
"231","https://i.scdn.co/image/ab67616d00004851cbfa5ab43f7d48e3c85a174e","https://open.spotify.com/track/6tl840rz5kY1ybVjv1jre2","Price Tag",",","Jessie J","https://open.spotify.com/artist/2gsggkzM5R49q6jpPvazou","B.o.B","https://open.spotify.com/artist/5ndkK3dpZLKtBklKjxNQwT","Who You Are (Int'l Version)","https://open.spotify.com/album/3KJBsmsJQK5timf0TESYUg","Aug 9, 2021","3:42"
"232","https://i.scdn.co/image/ab67616d00004851f6b55ca93bd33211227b502b","https://open.spotify.com/track/7l1qvxWjxcKpB9PCtBuTbU","Count on Me","","Bruno Mars","https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C","","","Doo-Wops & Hooligans","https://open.spotify.com/album/1uyf3l2d4XYwiEqAb7t7fX","Aug 9, 2021","3:17"
"233","https://i.scdn.co/image/ab67616d0000485133091fbb40edc2249e682bf2","https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW","I'm Yours","","Jason Mraz","https://open.spotify.com/artist/4phGZZrJZRo4ElhRtViYdl","","","We Sing. We Dance. We Steal Things. (Bonus Tracks Version)","https://open.spotify.com/album/1UwzOp5hn3lAbOqsAfXBw8","Aug 9, 2021","4:02"
"234","https://i.scdn.co/image/ab67616d00004851d5d74dc15f88ec6e02c7378d","https://open.spotify.com/track/0mUyMawtxj1CJ76kn9gIZK","Bad Day","","Daniel Powter","https://open.spotify.com/artist/7xTcuBOIAAIGDOSvwYFPzk","","","Daniel Powter","https://open.spotify.com/album/4zhigAhPwqp43XVHBiVeQI","Aug 9, 2021","3:53"
"235","https://i.scdn.co/image/ab67616d00004851c4a7e933ef7fbb7e6485b73a","https://open.spotify.com/track/1lkvpmrCaXK8QtliFDcHBO","Bubbly","","Colbie Caillat","https://open.spotify.com/artist/6aZyMrc4doVtZyKNilOmwu","","","Coco","https://open.spotify.com/album/7a8mrq83VEf0PoFh6pvtsb","Aug 9, 2021","3:16"
"236","https://i.scdn.co/image/ab67616d000048512d94d0f04e9a58d1654b760b","https://open.spotify.com/track/5kqIPrATaCc2LqxVWzQGbk","7 Years","","Lukas Graham","https://open.spotify.com/artist/25u4wHJWxCA9vO0CzxAbK7","","","Lukas Graham","https://open.spotify.com/album/4rFrdkSWs0dtj0rWPzOk1v","Aug 9, 2021","3:57"
"237","https://i.scdn.co/image/ab67616d00004851b2b2747c89d2157b0b29fb6a","https://open.spotify.com/track/3LlAyCYU26dvFZBDUIMb7a","Demons","","Imagine Dragons","https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q","","","Night Visions","https://open.spotify.com/album/6htgf3qv7vGcsdxLCDxKp8","Aug 9, 2021","2:55"
"238","https://i.scdn.co/image/ab67616d000048514ca68d59a4a29c856a4a39c2","https://open.spotify.com/track/1CS7Sd1u5tWkstBhpssyjP","Take Me to Church","","Hozier","https://open.spotify.com/artist/2FXC3k01G6Gw61bmprjgqS","","","Hozier (Expanded Edition)","https://open.spotify.com/album/4Pv7m8D82A1Xun7xNCKZjJ","Aug 9, 2021","4:01"
"239","https://i.scdn.co/image/ab67616d000048514fe297c018e495a97662e5ac","https://open.spotify.com/track/37FXw5QGFN7uwwsLy8uAc0","We Don't Talk Anymore (feat. Selena Gomez)",",","Charlie Puth","https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7","Selena Gomez","https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx","Nine Track Mind","https://open.spotify.com/album/3kndSWeE2IYOrZEToZrHEV","Aug 9, 2021","3:37"
"239","https://i.scdn.co/image/ab67616d000048514fe297c018e495a97662e5ac","https://open.spotify.com/track/37FXw5QGFN7uwwsLy8uAc0","We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth","Aug 9, 2021","https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7","3:37","https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx","Nine Track Mind","https://open.spotify.com/album/3kndSWeE2IYOrZEToZrHEV",",","Selena Gomez"
"240","https://i.scdn.co/image/ab67616d00004851a7c10595167c713a2df0f187","https://open.spotify.com/track/0JmiBCpWc1IAc0et7Xm7FL","Let Her Go","","Passenger","https://open.spotify.com/artist/0gadJ2b9A4SKsB1RFkBb66","","","All the Little Lights (Deluxe Version)","https://open.spotify.com/album/0yWveEIgWbV3oPq4ZA6BAj","Aug 9, 2021","4:12"
"241","https://i.scdn.co/image/ab67616d000048515708b3925c13b1b8d6fac466","https://open.spotify.com/track/2hHLbkatPwOOmrNxTiD41L","I Really Like You","","Carly Rae Jepsen","https://open.spotify.com/artist/6sFIWsNpZYqfjUpaCgueju","","","Emotion (Deluxe Expanded Edition)","https://open.spotify.com/album/2oj3FG6fos7zAQJxLQGzou","Aug 9, 2021","3:24"
"242","https://i.scdn.co/image/ab67616d00004851fda0f2adec40250bea55101b","https://open.spotify.com/track/38iU2jg98IZZEIJPrP7aWD","Till the World Ends","","Britney Spears","https://open.spotify.com/artist/26dSoYclwsYLMAKD3tpOr4","","","Femme Fatale (Deluxe Version)","https://open.spotify.com/album/0oFBaXLFsUVa2gEmJf4FcJ","Aug 9, 2021","3:57"
"243","https://i.scdn.co/image/ab67616d000048514e6293def52b29821092f572","https://open.spotify.com/track/5BTpeKg0dwxGmyELhIpkj8","Paparazzi","","Lady Gaga","https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms","","","The Fame","https://open.spotify.com/album/5drTYB3sPmtgLTnj04FUad","Aug 9, 2021","3:28"
"244","https://i.scdn.co/image/ab67616d0000485154b08c6b7d57507c345909f4","https://open.spotify.com/track/6K6cmRM64IvoDkHQeZtewC","I Really Like You","","Carly Rae Jepsen","https://open.spotify.com/artist/6sFIWsNpZYqfjUpaCgueju","","","Emotion","https://open.spotify.com/album/06rdPJ5qDmLCIKljdoAc2i","Aug 9, 2021","3:24"
"245","https://i.scdn.co/image/ab67616d00004851ab28d6eea275fe7867e018c3","https://open.spotify.com/track/5InWRmnfgjVwQWoXHNBATu","Want U Back","","Cher Lloyd","https://open.spotify.com/artist/4m4SfDVbF5wxrwEjDKgi4k","","","Sticks & Stones","https://open.spotify.com/album/0z5qKyh9ys3kk9oLEzgG5l","Aug 10, 2021","3:34"
"246","https://i.scdn.co/image/ab67616d00004851ba3249d8dbaaf029ad8c86bb","https://open.spotify.com/track/43CHdbHYdcbUWP10UFKyZ7","Giants","","Dermot Kennedy","https://open.spotify.com/artist/5KNNVgR6LBIABRIomyCwKJ","","","Without Fear","https://open.spotify.com/album/4VyUvPueWuM8Jnkk62gcos","Aug 19, 2021","2:57"
"247","https://i.scdn.co/image/ab67616d00004851d669feb9bedeb81a94f2b6fb","https://open.spotify.com/track/6qyPimk15pulIffKWUmEf7","I’m Here for You","","Jack Curley","https://open.spotify.com/artist/1Unwe9Xco0JDlTTwpDVrcK","","","I’m Here for You","https://open.spotify.com/album/54MmocNCchoMEor4lVo9ld","Aug 19, 2021","3:18"
"248","https://i.scdn.co/image/ab67616d00004851ae7012fce99c2b2345b54f30","https://open.spotify.com/track/7v9UC7524Yy4OoRMtxdcwy","OK","","Iyaz","https://open.spotify.com/artist/5tKXB9uuebKE34yowVaU3C","","","Replay","https://open.spotify.com/album/44hyrGuZKAvITbmrlhryf8","Aug 21, 2021","3:43"
"249","https://i.scdn.co/image/ab67616d0000485158c4833cc8b1a3d6e4890940","https://open.spotify.com/track/7j56HrjR9cGzvekvZY3Faz","HandClap","","Fitz and The Tantrums","https://open.spotify.com/artist/4AcHt3JxKy59IX7JNNlZn4","","","Fitz and The Tantrums","https://open.spotify.com/album/7HBKKw5pJLNj6mdRLb1KG3","Aug 21, 2021","3:13"
"250","https://i.scdn.co/image/ab67616d000048511673756c5f4c31e3f05082ea","https://open.spotify.com/track/5EbX5xL3O2xT8FxCpYzgUO","How Far I'll Go - From ""Moana""","","Alessia Cara","https://open.spotify.com/artist/2wUjUUtkb5lvLKcGKsKqsR","","","How Far I'll Go (From ""Moana"")","https://open.spotify.com/album/2ho9l951XwxpBFEEjubOUx","Aug 21, 2021","2:55"
"251","https://i.scdn.co/image/ab67616d0000485102df2d642b572cf4f284a5c3","https://open.spotify.com/track/1i1fxkWeaMmKEB4T7zqbzK","Don't Let Me Down",",","The Chainsmokers","https://open.spotify.com/artist/69GGBxA162lTqCwzJG5jLp","Daya","https://open.spotify.com/artist/6Dd3NScHWwnW6obMFbl1BH","Don't Let Me Down","https://open.spotify.com/album/2SByipSK8eZ2pasaIwwzhf","Aug 21, 2021","3:28"
"252","https://i.scdn.co/image/ab67616d00004851a19be7aca4a1fcd6e8a42c62","https://open.spotify.com/track/1MtUq6Wp1eQ8PC6BbPCj8P","I Took A Pill In Ibiza - Seeb Remix",",","Mike Posner","https://open.spotify.com/artist/2KsP6tYLJlTBvSUxnwlVWa","Seeb","https://open.spotify.com/artist/5iNrZmtVMtYev5M9yoWpEq","At Night, Alone.","https://open.spotify.com/album/1Tz3Ai1guEFf4hV3d9i17K","Aug 21, 2021","3:17"
"253","https://i.scdn.co/image/ab67616d00004851f46b9d202509a8f7384b90de","https://open.spotify.com/track/4B0JvthVoAAuygILe3n4Bs","What Do You Mean?","","Justin Bieber","https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s","","","Purpose (Deluxe)","https://open.spotify.com/album/6Fr2rQkZ383FcMqFyT7yPr","Aug 21, 2021","3:25"
"254","https://i.scdn.co/image/ab67616d0000485135590cb9280d5a1f5221ae1a","https://open.spotify.com/track/1I8tHoNBFTuoJAlh4hfVVE","Firestone",",","Kygo","https://open.spotify.com/artist/23fqKkggKUBHNkbKtXEls4","Conrad Sewell","https://open.spotify.com/artist/1rw8ZTLnDHd74TWDDukjVi","Cloud Nine","https://open.spotify.com/album/0uMIzWh1uEpHEBell4rlF8","Aug 21, 2021","4:31"
"255","https://i.scdn.co/image/ab67616d000048518d2cfad007b9431f48aef135","https://open.spotify.com/track/3vv9phIu6Y1vX3jcqaGz5Z","Roses",",","The Chainsmokers","https://open.spotify.com/artist/69GGBxA162lTqCwzJG5jLp","ROZES","https://open.spotify.com/artist/6jsjhAEteAlY0vCiLvMLBA","Roses","https://open.spotify.com/album/2GFflENKz28RcMoSuulPZC","Aug 21, 2021","3:46"
"256","https://i.scdn.co/image/ab67616d000048519f89b8390933e9ccb3673c89","https://open.spotify.com/track/6VrLYoQKdhu1Jruei06t65","Somebody To You","","The Vamps","https://open.spotify.com/artist/7gAppWoH7pcYmphCVTXkzs","","","Meet The Vamps","https://open.spotify.com/album/12gXA8pXYzj9bycyyKSGAa","Aug 21, 2021","3:05"
"257","https://i.scdn.co/image/ab67616d00004851495ce6da9aeb159e94eaa453","https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw","Closer",",","The Chainsmokers","https://open.spotify.com/artist/69GGBxA162lTqCwzJG5jLp","Halsey","https://open.spotify.com/artist/26VFTg2z8YR0cCuwLzESi2","Closer","https://open.spotify.com/album/0rSLgV8p5FzfnqlEk4GzxE","Aug 21, 2021","4:04"
"258","https://i.scdn.co/image/ab67616d0000485173304ce0653c7758dd94b259","https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk","South of the Border (feat. Camila Cabello & Cardi B)",", ,","Ed Sheeran","https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V","Camila Cabello","https://open.spotify.com/artist/4nDoRrQiYLoBzwC5BhVJzF","No.6 Collaborations Project","https://open.spotify.com/album/3oIFxDIo2fwuk4lwCmFZCx","Aug 26, 2021","3:24"
"259","https://i.scdn.co/image/ab67616d00004851fe6b3b44031550865030e0c5","https://open.spotify.com/track/6hLkeOMrhZ2CMLBp2of576","Wanted","","OneRepublic","https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ","","","Wanted","https://open.spotify.com/album/19xtr8RaBkQNaDaNmXnVDj","Aug 26, 2021","2:16"
"260","https://i.scdn.co/image/ab67616d0000485167e400c9be79e6b0b0086880","https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6","Say My Name",", ,","David Guetta","https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai","Bebe Rexha","https://open.spotify.com/artist/64M6ah0SkkRsnPGtGiRAbb","7","https://open.spotify.com/album/5rbJtzuXtpIP0Ykk7ewIit","Aug 26, 2021","3:18"
"261","https://i.scdn.co/image/ab67616d00004851d947227a7681d3d6ff0c9299","https://open.spotify.com/track/5KpBYmEiClvljtwbjEhIJq","Don't Say Goodnight","","Hot Chelle Rae","https://open.spotify.com/artist/6jTnHxhb6cDCaCu4rdvsQ0","","","Don't Say Goodnight","https://open.spotify.com/album/0vrHdiWkL90JxZfGS3mbPs","Aug 26, 2021","3:31"
"262","https://i.scdn.co/image/ab67616d000048513f97d4244eff5852477d9ee0","https://open.spotify.com/track/0iGckQFyv6svOfAbAY9aWJ","Hot N Cold","","Katy Perry","https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X","","","One Of The Boys","https://open.spotify.com/album/3OALgjCs6Lqw41853v4wEQ","Aug 27, 2021","3:40"
"263","https://i.scdn.co/image/ab67616d00004851296c89a14667b01a90c09a71","https://open.spotify.com/track/6XS8t28Zl7a9LiZacsRdNK","We Own The Night","","The Wanted","https://open.spotify.com/artist/2NhdGz9EDv2FeUw6udu2g1","","","Word Of Mouth (Deluxe)","https://open.spotify.com/album/4kOQZmvSBepp9AUhc65Tgf","Aug 28, 2021","3:26"
"264","https://i.scdn.co/image/ab67616d00004851a825ad5d01fb20117a980aeb","https://open.spotify.com/track/4w7aLWzTe5FmvHSbuunVsl","Somebody I'm Not",",","Martin Jensen","https://open.spotify.com/artist/4ehtJnVumNf6xzSCDk8aLB","Bjørnskov","https://open.spotify.com/artist/16EmDsIYHYtxgSNfjEYPf8","Somebody I'm Not","https://open.spotify.com/album/4SelcitqSJ9tQYYhKRYT5H","Aug 29, 2021","2:47"
"265","https://i.scdn.co/image/ab67616d00004851254f85c0f4a56750c502acf8","https://open.spotify.com/track/0bWgCt9uzBrrSXBoDUzvXU","Runnin",", ,","Kosling","https://open.spotify.com/artist/1dsilrkrvxXE6I02SWfDYD","CHRNS","https://open.spotify.com/artist/0UO2eme5GrM4O3neniq7Ql","Runnin","https://open.spotify.com/album/5GqomIt9KeNXwoO2lWSbOM","Sep 2, 2021","3:39"
"266","https://i.scdn.co/image/ab67616d000048515575cba54780e003302e1450","https://open.spotify.com/track/62z2Su8BBGvR50aOvdjPzW","Invisible - from the Netflix Film Klaus","","Zara Larsson","https://open.spotify.com/artist/1Xylc3o4UrD53lo9CvFvVg","","","Invisible (from the Netflix Film Klaus)","https://open.spotify.com/album/2zPVfckf1i4YAN3qiHtYqW","Sep 3, 2021","2:53"
"266","https://i.scdn.co/image/ab67616d000048515575cba54780e003302e1450","https://open.spotify.com/track/62z2Su8BBGvR50aOvdjPzW","Invisible - from the Netflix Film Klaus","Zara Larsson","Sep 3, 2021","https://open.spotify.com/artist/1Xylc3o4UrD53lo9CvFvVg","2:53","","Invisible (from the Netflix Film Klaus)","https://open.spotify.com/album/2zPVfckf1i4YAN3qiHtYqW","",""
"267","https://i.scdn.co/image/ab67616d0000485159e699338051e7fec4f2139a","https://open.spotify.com/track/4mt7C6wYeTUWDDk7xKym9w","Feel Me","","Selena Gomez","https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx","","","Rare (Deluxe)","https://open.spotify.com/album/5obQ9rPASQW2mLxYM8Ko6Z","Sep 3, 2021","3:46"
"268","https://i.scdn.co/image/ab67616d000048517c83f0888b2f25f3f104b4d0","https://open.spotify.com/track/53Ji6ZvVjsBl4pIuiETfhN","Bones (feat. OneRepublic)",",","Galantis","https://open.spotify.com/artist/4sTQVOfp9vEMCemLw50sbu","OneRepublic","https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ","Church","https://open.spotify.com/album/3N6fadaHlhGxflLKYSDSoU","Sep 4, 2021","3:25"
"269","https://i.scdn.co/image/ab67616d0000485123fbace16aac91da0938842d","https://open.spotify.com/track/3aKAdHDxhYu2gpbQMYSEkv","Love, Me","","Collin Raye","https://open.spotify.com/artist/4AwLiAGc1rRLrCepj5rdTI","","","Love Songs","https://open.spotify.com/album/51cpglyLFyspqTWeCGa38u","Sep 10, 2021","3:51"
"270","https://i.scdn.co/image/ab67616d00004851fc2101e6889d6ce9025f85f2","https://open.spotify.com/track/0pEkK8MqbmGSX7fT8WLMbR","Grace","","Lewis Capaldi","https://open.spotify.com/artist/4GNC7GD6oZMSxPGyXy4MNB","","","Divinely Uninspired To A Hellish Extent","https://open.spotify.com/album/5658aM19fA3JVwTK6eQX70","Sep 18, 2021","3:05"
"271","https://i.scdn.co/image/ab67616d00004851d60c2c9dd4e6d78d0e0f93ee","https://open.spotify.com/track/6t2J8WQZv1bl0GN1bsMB66","I Am Falling For You","","Loving Caliber","https://open.spotify.com/artist/6psCCMHymYfQy6VvYRr6cs","","","I Am Falling For You","https://open.spotify.com/album/76c8lJFDZsTtYCzbGjNOr0","Sep 28, 2021","3:10"
"272","https://i.scdn.co/image/ab67616d00004851627c59a5d7ef462b6a038757","https://open.spotify.com/track/6N4giKsqtwFjeEc1alG68f","Cigarette Break","","Gavin James","https://open.spotify.com/artist/25tMQOrIU4LlUo6Sv8v5SE","","","Only Ticket Home","https://open.spotify.com/album/4xsgJS74UkFgI1DE71lnXX","Oct 7, 2021","4:05"
"273","https://i.scdn.co/image/ab67616d00004851a9e4d7fae5dfcc8f9cc96bc9","https://open.spotify.com/track/3kSXn1osC89W8JcPLozTzs","Stand By You","","Rachel Platten","https://open.spotify.com/artist/3QLIkT4rD2FMusaqmkepbq","","","Wildfire","https://open.spotify.com/album/0mFDIOqypzHp6Xd0el1hoT","Oct 7, 2021","3:39"
"274","https://i.scdn.co/image/ab67616d00004851fabcc97fd6c3d80fae8d959e","https://open.spotify.com/track/2v7ywbUzCgcVohHaKUcacV","Like a Prayer","","Madonna","https://open.spotify.com/artist/6tbjWDEIzxoDsBA1FuhfPW","","","Like a Prayer","https://open.spotify.com/album/48AGkmM7iO4jrELRnNZGPV","Oct 7, 2021","5:40"
"275","https://i.scdn.co/image/ab67616d0000485176dd13e4fcaa82a84a5d9ca6","https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ","What I Like About You (feat. Theresa Rex)",",","Jonas Blue","https://open.spotify.com/artist/1HBjj22wzbscIZ9sEb5dyf","Theresa Rex","https://open.spotify.com/artist/6t9tbRO9Lv6Oq6xtVwfdrn","What I Like About You (feat. Theresa Rex)","https://open.spotify.com/album/6gPZmYBSipug1asf4zu9jh","Oct 11, 2021","3:40"
"276","https://i.scdn.co/image/ab67616d00004851f0d9f552f55d802413da1002","https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4","One Thing Right",",","Marshmello","https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T","Kane Brown","https://open.spotify.com/artist/3oSJ7TBVCWMDMiYjXNiCKE","One Thing Right","https://open.spotify.com/album/4QAC6FquY8D0RXom13iE5J","Oct 11, 2021","3:01"
"277","https://i.scdn.co/image/ab67616d00004851eada09a00d301bcbcfff2bbd","https://open.spotify.com/track/72Bz4ciRZPBcVSw0nrZDHi","Do It Again",", ,","Pia Mia","https://open.spotify.com/artist/1BhWF9W2PngtPSyobKg0rP","Chris Brown","https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z","Do It Again","https://open.spotify.com/album/3kBBntDYL62xlqgnulskwv","Oct 13, 2021","3:27"
"278","https://i.scdn.co/image/ab67616d00004851f48a2a4e66094853072c3b79","https://open.spotify.com/track/02shCNmb6IvgB5jLqKjtkK","Nevada",",","Vicetone","https://open.spotify.com/artist/0daugAjUgbJSqdlyYNwIbT","Cozi Zuehlsdorff","https://open.spotify.com/artist/5wMfct6VVvaVQ8xGCXxIUa","Nevada","https://open.spotify.com/album/35waq1Bkgy11OjZNGuk9Gj","Oct 13, 2021","3:28"
"279","https://i.scdn.co/image/ab67616d00004851310965bcd520ef67b523c73c","https://open.spotify.com/track/0KSoYBtvBJyN361xysQkic","Once Upon a Time",",","Max Oazo","https://open.spotify.com/artist/5uNCgXcFgj0OyipmIk8ZUi","Moonessa","https://open.spotify.com/artist/3e3a3ge0ScKaFatLUmoLIn","Once Upon a Time","https://open.spotify.com/album/6qsnl1hbivbETJtTiUPQQc","Oct 13, 2021","3:26"
"280","https://i.scdn.co/image/ab67616d0000485199e6222625adb1dffb991ffb","https://open.spotify.com/track/2EGgATvNNTuxSk5rsVKUp0","Sign","","DEAMN","https://open.spotify.com/artist/1Q50Y9cXWlkNEG6gJfUP1e","","","Save Me","https://open.spotify.com/album/2yeg3uKrWWCGWCH7Ef3eZY","Oct 13, 2021","3:11"
"281","https://i.scdn.co/image/ab67616d00004851c27b53492a2ee7fcebd74d6e","https://open.spotify.com/track/6Bf6rz2jdIN3r4xuQ0OlGq","She's On My Mind","","JP Cooper","https://open.spotify.com/artist/4kYGAK2zu9EAomwj3hXkXy","","","Raised Under Grey Skies (Deluxe)","https://open.spotify.com/album/3cS0qzNDjE5SjdAL1W98fo","Oct 13, 2021","2:57"
"282","https://i.scdn.co/image/ab67616d00004851b35a97f364865a2cb4e5a194","https://open.spotify.com/track/2wQ411UQL2MRsdAgPRUstT","Walk Thru Fire","","Vicetone","https://open.spotify.com/artist/0daugAjUgbJSqdlyYNwIbT","","","Walk Thru Fire","https://open.spotify.com/album/19cloFhfD0cKbMEzUAxugB","Oct 13, 2021","3:14"
"283","https://i.scdn.co/image/ab67616d0000485104ea5f7f97df02be5e33a97a","https://open.spotify.com/track/5v51fJZB0MEfhdg4RBR7jK","Deep Blue",",","William Black","https://open.spotify.com/artist/7d5SfGXKpgS3JK8BFIq59h","Monika Santucci","https://open.spotify.com/artist/5E1FAGKopxyWqEREQblCDA","Pages","https://open.spotify.com/album/1a1fINJIfLtJhttbgfGnU4","Oct 13, 2021","3:21"
"284","https://i.scdn.co/image/ab67616d000048515a79fd03594a94f1a8e22458","https://open.spotify.com/track/5mtVUGxOtGB67mUlCQYITA","Sparks",", , ,","Steerner","https://open.spotify.com/artist/1TMa2M8BSbJP1rqX83wALz","William Ekh","https://open.spotify.com/artist/6x7bUJClyCWf3C6bhbDn02","Sparks","https://open.spotify.com/album/0l9DXd75f1uojsVNu1LuXV","Oct 13, 2021","3:15"
"285","https://i.scdn.co/image/ab67616d00004851bc0c68035c322f9f3ad7769f","https://open.spotify.com/track/18QaMZ4ISycifis7WlIpK6","Something Good",",","Velveteen","https://open.spotify.com/artist/0NCcyfuAKMRzMcRTBMi7sV","Emmi","https://open.spotify.com/artist/5NTlLxVgju6V06VVCHUxnH","Something Good","https://open.spotify.com/album/2MsCeVm92kWrZKH3QNiQH5","Oct 14, 2021","3:27"
"286","https://i.scdn.co/image/ab67616d0000485108759b6c5f77bd3e40c36fb7","https://open.spotify.com/track/0eehqfSnx54UD4PH9oFfD7","Feel Something Good","","Biltmore","https://open.spotify.com/artist/4zvNyLZGnTV3eD4tERC24F","","","Feel Something Good","https://open.spotify.com/album/4nER2Z7m04sUaX7X7qjIx2","Oct 14, 2021","3:09"
"287","https://i.scdn.co/image/ab67616d00004851b593a2e04c6b050838dca7e8","https://open.spotify.com/track/4WzhjxvLP95y7AMDy0Atwb","Out Of Love","","Alessia Cara","https://open.spotify.com/artist/2wUjUUtkb5lvLKcGKsKqsR","","","The Pains Of Growing","https://open.spotify.com/album/0LzVdypBGpn6dGuHqVGwwt","Oct 14, 2021","3:47"
"288","https://i.scdn.co/image/ab67616d000048512c13c88b2e95b39dc72bdef3","https://open.spotify.com/track/16XiTUC2rQvb5lmtOm3FYY","Us","","James Bay","https://open.spotify.com/artist/4EzkuveR9pLvDVFNx6foYD","","","Electric Light","https://open.spotify.com/album/08cprzGPjtLDvKMwtQh93R","Oct 14, 2021","3:01"
"289","https://i.scdn.co/image/ab67616d00004851bd02d63417be256b22bffc28","https://open.spotify.com/track/1TnUURhehaoMWKAqQtirm6","Colors","","Halsey","https://open.spotify.com/artist/26VFTg2z8YR0cCuwLzESi2","","","BADLANDS","https://open.spotify.com/album/5U5rt98q8Jqx4lP3RdqYfO","Oct 14, 2021","4:09"
"290","https://i.scdn.co/image/ab67616d0000485161fe6d3a50c0beaa3cfe33e9","https://open.spotify.com/track/7IOxauZfx5l18mYfX0GZm6","Knees","","Bebe Rexha","https://open.spotify.com/artist/64M6ah0SkkRsnPGtGiRAbb","","","Expectations","https://open.spotify.com/album/4TOkZvtqNpg5UHyGxCn0mS","Oct 14, 2021","3:26"
"291","https://i.scdn.co/image/ab67616d00004851d8fac444b26ac8c2e9ff1a48","https://open.spotify.com/track/14BH4qO7pgCmIe6mgLKOK3","Someone To You","","BANNERS","https://open.spotify.com/artist/4qWnlmXWuGv2TtuxtIWlJX","","","Empires On Fire","https://open.spotify.com/album/6ErxPYc0KcJgLzQnpMGsth","Oct 14, 2021","3:39"
"292","https://i.scdn.co/image/ab67616d000048515c41a91c5cf6fbe031f1c775","https://open.spotify.com/track/0FfZudphGgQTGeEV6AhmOs","Beige","","Yoke Lore","https://open.spotify.com/artist/7FU0xCgmSYQEiBeevUqQ4S","","","Goodpain","https://open.spotify.com/album/0tg6msTvhHx8glztrBii80","Oct 14, 2021","3:24"
"293","https://i.scdn.co/image/ab67616d00004851080256b613ca819283e272d5","https://open.spotify.com/track/5ZFEXK7BJLGqRXDZIXrcEE","Water Under The Bridge",",","EYJA","https://open.spotify.com/artist/5Ubc7EMBDV4wLMe6gTMber","Elisha Sounds","https://open.spotify.com/artist/6iwk3AcAZXqml4aI68DYgV","Water Under The Bridge","https://open.spotify.com/album/3y2xzF8vRFtLiwmNVzRQ1D","Oct 14, 2021","3:46"
"293","https://i.scdn.co/image/ab67616d00004851080256b613ca819283e272d5","https://open.spotify.com/track/5ZFEXK7BJLGqRXDZIXrcEE","Water Under The Bridge","EYJA","Oct 14, 2021","https://open.spotify.com/artist/5Ubc7EMBDV4wLMe6gTMber","3:46","https://open.spotify.com/artist/6iwk3AcAZXqml4aI68DYgV","Water Under The Bridge","https://open.spotify.com/album/3y2xzF8vRFtLiwmNVzRQ1D",",","Elisha Sounds"
